['Vagabund', 'Gratweg', '* VI', '3556', 'Vagabund', 'Gratweg', '* VI', '567000000060', 1.224744871391589]
['Domwächter', 'Direkte Südwand', 'VIIIc', '3414', 'Domwächter', 'Direkte Süd-Wand', '* VIIIc RP IXa', '546000000070', 1.1373117887865067]
['Domwächter', 'Säbel', 'VIIIb', '1547', 'Domwächter', 'Säbel', '* VIIIa RP VIIIb', '546000000100', 1.1166011638476163]
['Domwächter', 'Säbel direkt', 'VIIIb', '1548', 'Domwächter', 'Säbel direkt', '** VIIIa RP VIIIb', '546000000110', 1.1143060641202431]
['Domwächter', 'Schwertwal', 'IXa', '2424', 'Domwächter', 'Schwertwal', '* IXb RP IXc', '546000000090', 1.0946308671208629]
['Domwächter', 'Degen', 'RP IXc', '8497', 'Domwächter', 'Degen', '** IXb RP IXc', '546000000140', 1.0687479694587598]
['Rohnspitze', 'Kreuzweg', '** IXa', '2425', 'Rohnspitze', 'Kreuzweg', '** IXa', '545000000190', 1.224744871391589]
['Rohnspitze', 'Stimmungsaufheller', 'IXa', '13396', 'Rohnspitze', 'Stimmungsaufheller', 'IXa', '545000000220', 1.224744871391589]
['Rohnspitze', 'Scharfe Klinge', 'Xb RP Xc', '7740', 'Rohnspitze', 'Scharfe Klinge', 'Xb RP Xc', '545000000080', 1.224744871391589]
['Rohnspitze', 'Übergangsweg', 'V', '9955', 'Rohnspitze', 'Übergangsweg', 'V', '545000000250', 1.224744871391589]
['Rohnspitze', 'Küstennebel', 'Xb', '4132', 'Rohnspitze', 'Küstennebel', 'Xb', '545000000230', 1.224744871391589]
['Rohnspitze', 'Alter Weg', 'IV', '2503', 'Rohnspitze', 'Alter Weg', 'IV', '545000000010', 1.224744871391589]
['Rohnspitze', 'Typisch Sachsen', 'VIIIc RP IXa', '12324', 'Rohnspitze', 'Typisch Sachsen', '* VIIIc RP IXa', '545000000180', 1.2124999408328823]
['Rohnspitze', 'Direkte Nordwestkante', 'IXc RP Xa', '8445', 'Rohnspitze', 'Direkte Nordwest-Kante', 'IXc RP Xa', '545000000040', 1.2124052697462]
['Rohnspitze', 'Reitzweg', 'VIIc (VIIIb)', '1543', 'Rohnspitze', 'Reitzweg', '** VIIc (VIIIb)', '545000000170', 1.2041731076177529]
['Rohnspitze', 'Über die Dolchspitze', 'VIIIc RP IXa', '6855', 'Rohnspitze', 'Über die Dolchspitze', '!* VIIIc RP IXa', '545000000060', 1.2024922678840757]
['Rohnspitze', 'Dolch', 'VIIIb', '1542', 'Rohnspitze', 'Dolch', '! VIIIb', '545000000070', 1.2024922678840757]
['Rohnspitze', 'Südostecke', 'VIIIc', '1551', 'Rohnspitze', 'Südost-Ecke', 'VIIIc', '545000000140', 1.2001300817159304]
['Rohnspitze', 'Standwaage', 'IXb RP IXc', '4362', 'Rohnspitze', 'Standwaage', '* IXb', '545000000200', 1.1184221276224624]
['Rohnspitze', 'direkte Südostecke', '* IXc', '11770', 'Rohnspitze', 'Direkte Südost-Ecke', '* IXb RP IXc', '545000000150', 1.0983381132069572]
['Rohnspitze', 'Nordwand', 'IXa', '8496', 'Rohnspitze', 'Nord-Wand', '! VIIIc (IXa) RP IXb', '545000000050', 1.0923093343587693]
['Küster', 'Kleine Schelmerei', 'IXa', '13191', 'Küster', 'Kleine Schelmerei', 'IXa', '544000000020', 1.224744871391589]
['Küster', 'Orgelspiel', 'VIIa', '1447', 'Küster', 'Orgelspiel', 'VIIa', '544000000030', 1.224744871391589]
['Küster', 'Domweg', 'VI', '9755', 'Küster', 'Domweg', 'VI', '544000000010', 1.224744871391589]
['Dompfeiler', 'David & Goliath', 'Xb', '7666', 'Dompfeiler', 'David & Goliath', 'Xb', '543000000070', 1.224744871391589]
['Dompfeiler', 'Für Vera', 'VIIIa RP VIIIb', '6007', 'Dompfeiler', 'Für Vera', 'VIIIa RP VIIIb', '543000000020', 1.224744871391589]
['Dompfeiler', 'Alter Weg', '! VIIb (VIIc)', '319', 'Dompfeiler', 'Alter Weg', '! VIIb (VIIc)', '543000000010', 1.224744871391589]
['Dompfeiler', 'Kluftweg', '! VIIb (VIIc)', '13443', 'Dompfeiler', 'Kluftweg', '! VIIb (VIIc)', '543000000030', 1.224744871391589]
['Dompfeiler', 'Öffne die Augen', 'IXa RP IXb', '7108', 'Dompfeiler', 'Öffne die Augen', '* IXa RP IXb', '543000000110', 1.2098135534119314]
['Dompfeiler', 'Hurengebräu', 'Xa RP Xb', '8408', 'Dompfeiler', 'Hurengebräu', '* Xa RP Xb', '543000000040', 1.205617990587825]
['Dompfeiler', 'Cleopatra', 'Xb', '6998', 'Dompfeiler', 'Cleopatra', '* Xc RP XIb', '543000000060', 1.070841439658033]
['Trabant', 'Go Trabi Go', 'VIIIc', '8113', 'Trabant', 'Go Trabi Go', 'VIIIc', '542000000060', 1.224744871391589]
['Trabant', 'Rennpappe', 'VIIa (VIIb)', '8716', 'Trabant', 'Rennpappe', 'VIIa (VIIb)', '542000000020', 1.224744871391589]
['Trabant', 'Westkante', 'V (VIIa)', '3045', 'Trabant', 'West-Kante', 'V (VIIb)', '542000000010', 1.1591986441497588]
['Trabant', 'Westriß', 'VIIa (VIIb)', '6456', 'Trabant', 'West-Riss', 'VIIa (VIIb)', '542000000040', 1.098969947646515]
['Zerborstener Turm, Erster', 'Geringes Risiko', 'VI', '8717', '1. Zerborstener Turm', 'Geringes Risiko', 'VI', '541000000220', 1.224744871391589]
['Zerborstener Turm, Erster', 'Blockkante', 'VIIa', '1019', '1. Zerborstener Turm', 'Blockkante', 'VIIa', '541000000160', 1.224744871391589]
['Zerborstener Turm, Erster', 'Hängebauch', 'VIIIc', '6757', '1. Zerborstener Turm', 'Hängebauch', 'VIIIc', '541000000060', 1.224744871391589]
['Zerborstener Turm, Erster', 'Go West', 'VIIIa RP VIIIb', '8718', '1. Zerborstener Turm', 'Go West', 'VIIIa RP VIIIb', '541000000120', 1.224744871391589]
['Zerborstener Turm, Erster', 'Nordostweg', 'V', '2187', '1. Zerborstener Turm', 'Nordost-Weg', 'V', '541000000210', 1.2001300817159304]
['Zerborstener Turm, Erster', 'Nordkamin', 'II', '12630', '1. Zerborstener Turm', 'Nord-Kamin', 'II', '541000000200', 1.1976829482147788]
['Zerborstener Turm, Erster', 'Westkamin', 'III', '12631', '1. Zerborstener Turm', 'West-Kamin', 'III', '541000000100', 1.1976829482147788]
['Zerborstener Turm, Erster', 'Südwand', 'VI (VIIIc)', '3928', '1. Zerborstener Turm', 'Süd-Wand', 'VI (VIIIc)', '541000000050', 1.1909671606630376]
['Zerborstener Turm, Erster', 'Tunnelvariante', 'II', '12854', '1. Zerborstener Turm', 'Tunnelvariante', 'III', '541000000110', 1.1811273125260722]
['Zerborstener Turm, Erster', 'Vergessener Weg', 'VI (VIIa)', '1018', '1. Zerborstener Turm', 'Vergessener Weg', '* VI (VIIb)', '541000000070', 1.179388493581681]
['Zerborstener Turm, Erster', 'Alter Weg', 'IV', '8274', '1. Zerborstener Turm', 'Alter Weg', 'IV (VIIa)', '541000000030', 1.1319231422671772]
['Zerborstener Turm, Erster', 'Westgrat', 'III', '5170', '1. Zerborstener Turm', 'West-Grat', '** III', '541000000090', 1.0791578284271919]
['Zerborstene Nadel', 'Alter Weg', 'IV', '12946', 'Zerborstene Nadel', 'Alter Weg', 'IV', '540000000020', 1.224744871391589]
['Zerborstene Nadel', 'Letzte Chance', 'VIIa (VIIIa)', '13042', 'Zerborstene Nadel', 'Letzte Chance', 'VIIa (VIIIa)', '540000000080', 1.224744871391589]
['Zerborstene Nadel', 'Übergangsweg', 'IV', '12371', 'Zerborstene Nadel', 'Übergangsweg', 'IV', '540000000090', 1.224744871391589]
['Zerborstene Nadel', 'Westkante', 'V (VI)', '2935', 'Zerborstene Nadel', 'West-Kante', '!* V (VI)', '540000000030', 1.1591986441497588]
['Zerborstene Nadel', 'Sportkletterweg', 'RP IXc', '8920', 'Zerborstene Nadel', 'Spottkletterweg', 'IXc RP Xa', '540000000050', 1.0261410636405173]
['Zerborstener Turm, Zweiter', 'Südwestweg', 'II', '12855', '2. Zerborstener Turm', 'Südwest-Weg', 'II', '539000000130', 1.2001300817159304]
['Zerborstener Turm, Zweiter', 'Nordrippe', 'VIIb (VIIc)', '3389', '2. Zerborstener Turm', 'Nord-Rippe', 'VIIb (VIIc)', '539000000140', 1.1976829482147788]
['Zerborstener Turm, Zweiter', 'Pfeilerweg', 'III', '336', '2. Zerborstener Turm', 'Pfeilerweg', '* III', '539000000110', 1.191695803839591]
['Zerborstener Turm, Zweiter', 'Alter Weg', 'II', '10108', '2. Zerborstener Turm', 'Alter Weg', 'III', '539000000020', 1.1811273125260722]
['Zerborstener Turm, Zweiter', 'Südostweg', 'II', '11495', '2. Zerborstener Turm', 'Südost-Weg', 'III', '539000000050', 1.1530421383624738]
['Zerborstener Turm, Zweiter', 'Kurzer Weg', '1/IV', '12785', '2. Zerborstener Turm', 'Kurzer Weg', 'IV 1', '539000000160', 1.0]
['Gespaltener Kopf', 'Skalp', 'VIIc', '6520', 'Gespaltener Kopf', 'Skalp', 'VIIc', '538000000120', 1.224744871391589]
['Gespaltener Kopf', 'Freundschaftsweg', 'V', '12947', 'Gespaltener Kopf', 'Freundschaftsweg', 'V', '538000000060', 1.224744871391589]
['Gespaltener Kopf', 'Alter Weg', 'IV (V)', '1990', 'Gespaltener Kopf', 'Alter Weg', 'IV (V)', '538000000020', 1.224744871391589]
['Gespaltener Kopf', 'Kopfnuss', 'VIIIb', '12632', 'Gespaltener Kopf', 'Kopfnuss', 'VIIIb', '538000000110', 1.224744871391589]
['Gespaltener Kopf', 'Rotznase', 'VIIb (VIIIb)', '756', 'Gespaltener Kopf', 'Rotznase', '* VIIb (VIIIb)', '538000000100', 1.2135106199334877]
['Gespaltener Kopf', 'Südostkante', 'VIIa', '337', 'Gespaltener Kopf', 'Südost-Kante', 'VIIa', '538000000040', 1.2021713893545778]
['Zerborstener Stein', 'Jubiläumsweg', 'VIIc', '12680', 'Zerborstener Stein', 'Jubiläumsweg', 'VIIc', '537000000070', 1.224744871391589]
['Zerborstener Stein', 'Du musst gut stehen', 'VIIIa', '12744', 'Zerborstener Stein', 'Du musst gut stehen', 'VIIIa', '537000000380', 1.224744871391589]
['Zerborstener Stein', 'Kluftkamin', 'IV', '12849', 'Zerborstener Stein', 'Kluftkamin', 'IV', '537000000240', 1.224744871391589]
['Zerborstener Stein', 'Muddelfritze', 'VIIIb', '12553', 'Zerborstener Stein', 'Muddelfritze', 'VIIIb', '537000000280', 1.224744871391589]
['Zerborstener Stein', 'Süd-Kurve', 'VI', '8045', 'Zerborstener Stein', 'Süd-Kurve', 'VI', '537000000400', 1.224744871391589]
['Zerborstener Stein', 'Hundebahnhof', 'VIIb', '9149', 'Zerborstener Stein', 'Hundebahnhof', 'VIIb', '537000000300', 1.224744871391589]
['Zerborstener Stein', 'Pfeilervariante', 'IV', '5403', 'Zerborstener Stein', 'Pfeilervariante', 'IV', '537000000050', 1.224744871391589]
['Zerborstener Stein', 'Nordriß', 'IV', '7221', 'Zerborstener Stein', 'Nord-Riss', 'IV', '537000000090', 1.098969947646515]
['Zerborstener Stein', 'Kluftvariante', 'III', '11192', 'Zerborstener Stein', 'Kluftvariante', 'IV', '537000000330', 1.0893706417293099]
['Zerborstener Stein', 'Kaminvariante', 'III', '11493', 'Zerborstener Stein', 'Kaminvariante', 'IV', '537000000030', 1.0893706417293099]
['Zerborstener Stein', 'Alter Weg', 'III', '4436', 'Zerborstener Stein', 'Alter Weg', 'IV', '537000000010', 1.0893706417293099]
['Zerborstener Stein', 'Südwestweg', 'III', '12178', 'Zerborstener Stein', 'Südwest-Weg', 'IV', '537000000310', 1.0616216878442217]
['Zerborstener Stein', 'Schartenriß', 'III', '6429', 'Zerborstener Stein', 'Schartenriss', 'IV', '537000000210', 1.011129526870911]
['Zerborstener Stein', 'Blockvar.', 'III', '11171', 'Zerborstener Stein', 'Blockvariante', 'IV', '537000000020', 0.9399728920300399]
['Zerborstene Wand', 'Lustiger Weg', 'VIIb', '320', 'Zerborstene Wand', 'Lustiger Weg', 'VIIb', '536000000310', 1.224744871391589]
['Zerborstene Wand', 'Schräger Weg', 'VIIc', '7258', 'Zerborstene Wand', 'Schräger Weg', 'VIIc', '536000000260', 1.224744871391589]
['Zerborstene Wand', 'Knickweg', 'VI', '11193', 'Zerborstene Wand', 'Knickweg', 'VI', '536000000090', 1.224744871391589]
['Zerborstene Wand', 'Schartenweg', 'IV', '7222', 'Zerborstene Wand', 'Schartenweg', 'IV', '536000000300', 1.224744871391589]
['Zerborstene Wand', 'Südostkamin', 'III', '11494', 'Zerborstene Wand', 'Südost-Kamin', 'III', '536000000280', 1.2021713893545778]
['Zerborstene Wand', 'Nordwestweg', 'II', '5404', 'Zerborstene Wand', 'Nordwest-Weg', 'II', '536000000230', 1.2021713893545778]
['Zerborstene Wand', 'Kurze Kante', 'VIIa', '2934', 'Zerborstene Wand', 'Kurze Kante', '* VIIa', '536000000180', 1.1981467170407618]
['Zerborstene Wand', 'Alter Weg', 'I', '3964', 'Zerborstene Wand', 'Alter Weg', 'II', '536000000040', 1.1606990230986767]
['Zerborstene Wand', 'Südwestrinne', 'V', '5922', 'Zerborstene Wand', 'Südwest-Rinne', 'VIIa', '536000000120', 1.109335571823906]
['Zerborstene Wand', 'Gelächterwändchen', '* VIIIa', '11801', 'Zerborstene Wand', 'Gelächterwändchen', 'VIIc RP VIIIa', '536000000220', 1.1086059913958428]
['Zerborstene Wand', 'Cafe Melange', 'VIIb', '4681', 'Zerborstene Wand', 'Café Melange', 'VIIb', '536000000080', 1.08522415104645]
['Furz', 'Alter Weg', 'III', '3370', 'Furz', 'Alter Weg', 'III', '535000000010', 1.224744871391589]
['Furz', 'Gaudi', 'VIIIb', '2899', 'Furz', 'Gaudi', 'VIIIa', '535000000030', 1.1728408057172788]
['Steinmetz', 'Teplicer Riss', 'VIIb', '13357', 'Steinmetz', 'Teplicer Riss', 'VIIb', '534000000130', 1.224744871391589]
['Steinmetz', 'Alter Weg', 'II', '9557', 'Steinmetz', 'Alter Weg', 'II', '534000000020', 1.224744871391589]
['Steinmetz', 'Blockweg', 'IV', '13230', 'Steinmetz', 'Blockweg', 'IV', '534000000070', 1.224744871391589]
['Steinmetz', 'Südwestriss', 'V', '12382', 'Steinmetz', 'Südwest-Riss', 'V', '534000000100', 1.2021713893545778]
['Steinmetz', 'Südwestweg', 'IV', '12387', 'Steinmetz', 'Südwest-Weg', 'IV', '534000000090', 1.2001300817159304]
['Steinmetz', 'Rauher Riss', 'VI', '5921', 'Steinmetz', 'Rauer Riss', 'VI', '534000000120', 1.2001300817159304]
['Steinmetz', 'Etagenweg', 'VIIb', '12552', 'Steinmetz', 'Etagenweg', '* VIIb', '534000000240', 1.1981467170407618]
['Steinmetz', 'Südostweg', 'IV', '3062', 'Steinmetz', 'Südost-Weg', 'IV', '534000000270', 1.1976829482147788]
['Steinmetz', 'Südweg', 'III', '7224', 'Steinmetz', 'Süd-Weg', 'III', '534000000050', 1.1861827340077287]
['Steinmetz', 'Schartenriß', 'VI', '8748', 'Steinmetz', 'Schartenriss', 'VI', '534000000160', 1.155705206810311]
['Steinmetz', 'Nordwestweg', 'III (V)', '7223', 'Steinmetz', 'Nordwest-Weg', 'III', '534000000140', 1.1368545516489514]
['Steinmetz', 'Weckelsdorfer Weg', 'VIIb', '3858', 'Steinmetz', 'Direkter Ost-Pfeiler', 'VIIc', '534000000210', 0.8624342750652344]
['Zerborstene Scheibe', 'Echter Kujau', 'IXc', '7261', 'Zerborstene Scheibe', 'Echter Kujau', 'IXc', '533000000110', 1.224744871391589]
['Zerborstene Scheibe', 'Scheibenkleister', 'VIIIa', '9476', 'Zerborstene Scheibe', 'Scheibenkleister', 'VIIIa', '533000000070', 1.224744871391589]
['Zerborstene Scheibe', 'Sprung', '3', '3902', 'Zerborstene Scheibe', 'Sprung', '3', '533000000140', 1.224744871391589]
['Zerborstene Scheibe', 'Alter Weg', 'III', '5405', 'Zerborstene Scheibe', 'Alter Weg', 'III', '533000000020', 1.224744871391589]
['Zerborstene Scheibe', 'Umweg', '1/VI (VIIb)', '8044', 'Zerborstene Scheibe', 'Umweg', 'VI (VIIa) 1', '533000000050', 1.1580487112199982]
['Zerborstene Scheibe', 'Südwest-Variante (z. AW)', 'III', '12848', 'Zerborstene Scheibe', 'Südwest-Variante', 'III', '533000000030', 1.1358360166811596]
['Zerborstene Scheibe', 'Adersbacher Riss', 'VIIb', '7259', 'Zerborstene Scheibe', 'Adrspacher Riss', 'VIIb', '533000000100', 1.1169941335709186]
['Zerborstene Scheibe', 'Variante zum AW', 'III (IV)', '4578', 'Zerborstene Scheibe', 'Variante', 'III (V)', '533000000040', 1.0800931251434347]
['Weißhorn', 'Panama Paper', 'VIIc', '13247', 'Weißhorn', 'Panama Paper', 'VIIc', '532000000130', 1.224744871391589]
['Weißhorn', 'Arbeitslosenweg', 'VI', '6019', 'Weißhorn', 'Arbeitslosenweg', 'VI', '532000000090', 1.224744871391589]
['Weißhorn', 'Ruhetag', 'V', '4993', 'Weißhorn', 'Ruhetag', 'V', '532000000060', 1.224744871391589]
['Weißhorn', 'Alter Weg', 'III', '5002', 'Weißhorn', 'Alter Weg', 'III', '532000000010', 1.224744871391589]
['Weißhorn', 'Klettersteig', 'IV', '6426', 'Weißhorn', 'Klettersteig', 'IV', '532000000100', 1.224744871391589]
['Weißhorn', 'Südwand', 'III', '7179', 'Weißhorn', 'Spreize', 'III', '532000000030', 0.8268454930564446]
['Weißhorn', 'Jobbörse', '(VIIIb)', '8888', 'Weißhorn', 'Abgelehnte Erstbegehung: Südwand', 'III', '532000000020', 0.778126750196103]
['Domnadel', 'Alter Weg', 'VIIa', '1729', 'Domnadel', 'Alter Weg', '* VIIa', '531000000010', 1.1981467170407618]
['Domnadel', 'Pollux', 'IXa RP IXb', '3617', 'Domnadel', 'Pollux', '* IXb RP IXc', '531000000030', 1.1508518047703666]
['Domnadel', 'Ostkante', 'VIIIb', '3621', 'Domnadel', 'Ost-Kante', 'VIIc (VIIIb) RP VIIIc', '531000000040', 1.1025130291401857]
['Däumling', 'Alter Weg', 'VIIb', '321', 'Däumling', 'Alter Weg', '* VIIb', '530000000010', 1.1981467170407618]
['Däumling', 'Daumenlutscher', 'RP VIIIb', '4519', 'Däumling', 'Daumenlutscher', '* VIIIa RP VIIIb', '530000000030', 1.0936964660764996]
['Däumling', 'Südwestkante', 'VIIc (VIIIa)', '4194', 'Däumling', 'Südwest-Weg', 'VIIc (VIIIa)', '530000000040', 1.0661949906015686]
['Dompfaff', 'Alter Weg', 'IV', '4321', 'Dompfaff', 'Alter Weg', 'IV', '529000000010', 1.224744871391589]
['Dompfaff', 'Angstvariante', 'V', '11499', 'Dompfaff', 'Angstvariante', 'V', '529000000150', 1.224744871391589]
['Dompfaff', 'Sprung', '2', '3609', 'Dompfaff', 'Sprung', '2', '529000000140', 1.224744871391589]
['Dompfaff', 'Schnaufer', 'IV', '10098', 'Dompfaff', 'Schnaufer', 'IV', '529000000130', 1.224744871391589]
['Dompfaff', 'Nürnberger Ei', 'VIIIb', '10024', 'Dompfaff', 'Nürnberger Ei', 'VIIIb', '529000000060', 1.224744871391589]
['Dompfaff', 'Vogelhochzeit', '* VIIc', '13229', 'Dompfaff', 'Vogelhochzeit', 'VIIc', '529000000120', 1.1981467170407618]
['Domspitze', 'Talkante', 'VIIb (VIIc)', '9778', 'Domspitze', 'Talkante', 'VIIb (VIIc)', '528000000160', 1.224744871391589]
['Domspitze', 'Bergweg', 'V', '4322', 'Domspitze', 'Bergweg', 'V', '528000000240', 1.224744871391589]
['Domspitze', 'Alter Weg', 'V', '5367', 'Domspitze', 'Alter Weg', 'V', '528000000010', 1.224744871391589]
['Domspitze', 'Gebrochener Flügel', 'IXa RP IXb', '9058', 'Domspitze', 'Gebrochener Flügel', 'IXa RP IXb', '528000000170', 1.224744871391589]
['Domspitze', 'Spreizweg', 'V', '9061', 'Domspitze', 'Spreizweg', 'V', '528000000050', 1.224744871391589]
['Domspitze', 'Lilaverschneidung', '* VIIb', '11837', 'Domspitze', 'Lilaverschneidung', 'VIIb', '528000000080', 1.1981467170407618]
['Domspitze', 'Weiße Taube', 'IXc', '3416', 'Domspitze', 'Weiße Taube', '* IXc RP Xa', '528000000210', 1.1460227116229222]
['Domspitze', 'Härteriß', 'VIIb', '9129', 'Domspitze', 'Härteriss', 'VIIb', '528000000040', 1.1322166036522048]
['Domspitze', 'Altweibersommer', 'VIIIb RP VIIIc', '8970', 'Domspitze', 'Altweibersommer', '* VIIIb', '528000000100', 1.1319231422671772]
['Zitadelle', 'Domino', '** VIIIa RP VIIIb', '322', 'Zitadelle', 'Domino', '** VIIIa RP VIIIb', '527000000210', 1.224744871391589]
['Zitadelle', 'Minas Tirith', 'VIIIc', '8818', 'Zitadelle', 'Minas Tirith', 'VIIIc', '527000000220', 1.224744871391589]
['Zitadelle', 'Blick in den Dom', 'VIIIb', '10879', 'Zitadelle', 'Blick in den Dom', 'VIIIb', '527000000110', 1.224744871391589]
['Zitadelle', 'Silberblick', 'IXa', '9866', 'Zitadelle', 'Silberblick', 'IXa', '527000000130', 1.224744871391589]
['Zitadelle', 'Griffiger Kamin', 'IV', '9756', 'Zitadelle', 'Griffiger Kamin', 'IV', '527000000060', 1.224744871391589]
['Zitadelle', 'Tapferes Schneiderlein', '* VIIIc', '1695', 'Zitadelle', 'Tapferes Schneiderlein', '* VIIIc', '527000000230', 1.224744871391589]
['Zitadelle', 'Sturmangriff', '* IXa', '8415', 'Zitadelle', 'Sturmangriff', '* IXa', '527000000100', 1.224744871391589]
['Zitadelle', 'Talwinkel', 'V', '5358', 'Zitadelle', 'Talwinkel', 'V', '527000000170', 1.224744871391589]
['Zitadelle', 'Alter Weg', 'III', '8967', 'Zitadelle', 'Alter Weg', 'III', '527000000020', 1.224744871391589]
['Zitadelle', 'Talhangel', 'VIIb (VIIc)', '341', 'Zitadelle', 'Talhangel', 'VIIb (VIIc)', '527000000090', 1.224744871391589]
['Zitadelle', 'Damoklesschwert', 'VIIIc', '10249', 'Zitadelle', 'Damoklesschwert', 'VIIIc', '527000000070', 1.224744871391589]
['Zitadelle', 'Wachparade', 'VIIIa RP VIIIb', '1694', 'Zitadelle', 'Wachparade', '* VIIIa RP VIIIb', '527000000200', 1.2143672037143198]
['Zitadelle', 'Sturmleiter', 'VIIIc', '1693', 'Zitadelle', 'Sturmleiter', '* VIIIc', '527000000040', 1.2024922678840757]
['Zitadelle', 'Im direkten Rückblick', 'IXa', '8421', 'Zitadelle', 'Im direkten Rückblick', '* IXa', '527000000150', 1.191695803839591]
['Zitadelle', 'Normalweg', 'V', '11838', 'Zitadelle', 'Normalweg', 'VI', '527000000050', 1.1606990230986767]
['Zitadelle', 'Deliriß', '! VIIb', '12242', 'Zitadelle', 'Deliriss', '! VIIb', '527000000240', 1.1203766171124492]
['Sandlochturm', 'Freundschaftshangel', '* VIIb', '3922', 'Sandlochturm', 'Freundschaftshangel', '* VIIb', '526000000110', 1.224744871391589]
['Sandlochturm', 'Moritat', '* IXa RP IXc', '8149', 'Sandlochturm', 'Moritat', '* IXa RP IXc', '526000000100', 1.224744871391589]
['Sandlochturm', 'Talweg', 'VIIa', '8702', 'Sandlochturm', 'Talweg', 'VIIa', '526000000380', 1.224744871391589]
['Sandlochturm', 'Sandsturm', '* IXc', '8768', 'Sandlochturm', 'Sandsturm', '* IXc', '526000000130', 1.224744871391589]
['Sandlochturm', 'Pfahlwurzel', '* IXa', '8657', 'Sandlochturm', 'Pfahlwurzel', '* IXa', '526000000300', 1.224744871391589]
['Sandlochturm', 'Alter Weg', 'III', '10586', 'Sandlochturm', 'Alter Weg', 'III', '526000000010', 1.224744871391589]
['Sandlochturm', 'Wasserspiele', 'VIIb', '8286', 'Sandlochturm', 'Wasserspiele', 'VIIb', '526000000250', 1.224744871391589]
['Sandlochturm', 'Schaukelei', '* VIIc (VIIIb)', '4260', 'Sandlochturm', 'Schaukelei', 'VIIc (VIIIb)', '526000000310', 1.2135106199334877]
['Sandlochturm', 'Domflanke', '* VIIb (VIIIb)', '1309', 'Sandlochturm', 'Domflanke', 'VIIb (VIIIb)', '526000000290', 1.2135106199334877]
['Sandlochturm', 'Nordwestweg', 'II', '6826', 'Sandlochturm', 'Nordwest-Weg', 'II', '526000000040', 1.2021713893545778]
['Sandlochturm', 'Südwestweg', 'II', '6206', 'Sandlochturm', 'Südwest-Weg', 'II', '526000000020', 1.2001300817159304]
['Sandlochturm', 'Monsun', 'IXa RP IXb', '7323', 'Sandlochturm', 'Monsun', '!* IXa RP IXb', '526000000270', 1.1981467170407618]
['Sandlochturm', 'Nordweg', 'III', '12426', 'Sandlochturm', 'Nord-Weg', 'III', '526000000050', 1.1909671606630376]
['Sandlochturm', 'Neuer Talweg', 'VIIa (VIIc)', '4701', 'Sandlochturm', 'Neuer Talweg', 'VIIb (VIIIa)', '526000000230', 1.1639756449823293]
['Sandlochturm', 'Klubvariante z. Nordweg', 'VI', '11361', 'Sandlochturm', 'Klubvariante', 'VI', '526000000070', 1.098441736783217]
['Sandlochturm', 'Westwand', 'V', '6827', 'Sandlochturm', 'West-Wand', '! VIIb', '526000000030', 1.0937031393057706]
['Sandlochscheibe', 'Alter Wegdirekt', 'IXc', '10767', 'Sandlochscheibe', 'Alter Wegdirekt', 'IXc', '525000000020', 1.224744871391589]
